UTM 10X10,COUNTRY,Tmax30-REM 1971-2000,Tmax30nd5d-REM 1971-2000,TmaxAvemin-REM 1971-2000,TmaxAvemin5d-REM 1971-2000,Tmax30-WRA 1971-2000,Tmax30nd5d-WRA 1971-2000,TmaxAvemin-WRA 1971-2000,TmaxAvemin5d-WRA 1971-2000,Tmax30-WRB 1971-2000,Tmax30nd5d-WRB 1971-2000,TmaxAvemin-WRB 1971-2000,TmaxAvemin5d-WRB 1971-2000,Tmax30-PRO 1971-2000,Tmax30nd5d-PRO 1971-2000,TmaxAvemin-PRO 1971-2000,TmaxAvemin5d-PRO 1971-2000,Tmax30-MM5 1971-2000,Tmax30nd5d-MM5 1971-2000,TmaxAvemin-MM5 1971-2000,TmaxAvemin5d-MM5 1971-2000,PrAvemax-REM 1971-2000,PrAvemax5d-REM 1971-2000,Pr1mm-REM 1971-2000,Pr1mm5d-REM 1971-2000,PrAvemax-WRA 1971-2000,PrAvemax5d-WRA 1971-2000,Pr1mm-WRA 1971-2000,Pr1mm5d-WRA 1971-2000,PrAvemax-WRB 1971-2000,PrAvemax5d-WRB 1971-2000,Pr1mm-WRB 1971-2000,Pr1mm5d-WRB 1971-2000,PrAvemax-PRO 1971-2000,PrAvemax5d-PRO 1971-2000,Pr1mm-PRO 1971-2000,Pr1mm5d-PRO 1971-2000,PrAvemax-MM5 1971-2000,PrAvemax5d-MM5 1971-2000,Pr1mm-MM5 1971-2000,Pr1mm5d-MM5 1971-2000,Hum-relat-REM 1971-2000,Hum-relat-WRA 1971-2000,Hum-relat-WRB 1971-2000,Hum-relat-PRO 1971-2000,Hum-relat-MM5 1971-2000,Tmax30-REM 2021-2050,Tmax30nd5d-REM 2021-2050,TmaxAvemin-REM 2021-2050,TmaxAvemin5d-REM 2021-2050,Tmax30-WRA 2021-2050,Tmax30nd5d-WRA 2021-2050,TmaxAvemin-WRA 2021-2050,TmaxAvemin5d-WRA 2021-2050,Tmax30-WRB 2021-2050,Tmax30nd5d-WRB 2021-2050,TmaxAvemin-WRB 2021-2050,TmaxAvemin5d-WRB 2021-2050,Tmax30-PRO 2021-2050,Tmax30nd5d-PRO 2021-2050,TmaxAvemin-PRO 2021-2050,TmaxAvemin5d-PRO 2021-2050,Tmax30-MM5 2021-2050,Tmax30nd5d-MM5 2021-2050,TmaxAvemin-MM5 2021-2050,TmaxAvemin5d-MM5 2021-2050,PrAvemax-REM 2021-2050,PrAvemax5d-REM 2021-2050,Pr1mm-REM 2021-2050,Pr1mm5d-REM 2021-2050,PrAvemax-WRA 2021-2050,PrAvemax5d-WRA 2021-2050,Pr1mm-WRA 2021-2050,Pr1mm5d-WRA 2021-2050,PrAvemax-WRB 2021-2050,PrAvemax5d-WRB 2021-2050,Pr1mm-WRB 2021-2050,Pr1mm5d-WRB 2021-2050,PrAvemax-PRO 2021-2050,PrAvemax5d-PRO 2021-2050,Pr1mm-PRO 2021-2050,Pr1mm5d-PRO 2021-2050,PrAvemax-MM5 2021-2050,PrAvemax5d-MM5 2021-2050,Pr1mm-MM5 2021-2050,Pr1mm5d-MM5 2021-2050,Hum-relat-REM 2021-2050,Hum-relat-WRA 2021-2050,Hum-relat-WRB 2021-2050,Hum-relat-PRO 2021-2050,Hum-relat-MM5 2021-2050
PC27,PORTUGAL,90.4,13.57,30.93,1.63,69.1,9.33,19.8,0.67,66.43,8.87,27.9,1.03,88.73,13.3,44.1,2.63,59.33,7.23,14.17,0.43,64.83,1.9,288.4,44.07,69.93,2.8,281.53,43,70.6,3.37,277.83,42.57,73.6,4,264.33,40.23,61.9,1.73,288.33,43.37,66.09,70.31,65.7,74.63,66.6,109.53,16.57,36.23,2.43,80.07,10.73,17.43,0.4,77.93,10.4,27.63,0.83,102.53,15.67,42.83,2.23,69.53,8.17,15.6,0.4,59.43,2.13,297.97,46.6,66.93,2.6,289.63,45.07,66.13,2.9,286.77,44.5,70,3.6,274.67,42.17,82.63,2.4,254.07,32.73,64.19,69.59,65.17,73.51,66.6
PC28,PORTUGAL,88.27,13.03,30.2,1.5,67.33,9.03,20.7,0.73,65.33,8.73,28.8,1.13,86.93,12.83,45.6,2.77,57.4,6.83,14.23,0.5,64.8,1.9,290.03,44.57,70.9,3.07,281.17,43.27,70.87,3.33,277.17,42.13,77.47,4.33,258.77,38.67,62.37,1.83,287.7,43.23,66.34,70.43,65.75,73.77,66.87,107.33,16.27,35.57,2.13,78.67,10.37,18.4,0.47,76.03,9.9,29.17,0.93,100.17,15,44.9,2.43,67.03,7.9,15.17,0.4,59.27,2,298.97,46.6,67.63,2.63,288.57,44.93,66.87,2.87,285.13,44.23,73.23,4,270.33,40.93,82.47,2.53,253.43,32.23,64.49,69.76,65.24,72.77,66.9
PC25,PORTUGAL,92.2,13.93,32.6,1.7,74.63,10.33,17.1,0.43,71.9,9.7,26.23,0.93,95.2,14.67,41.27,2.43,63.27,7.87,13.3,0.3,65.8,2.53,285.57,43.57,70.1,3.13,282,43.57,69.83,3.4,279.87,43.1,69.47,3.57,272.77,42.5,61.1,1.8,290.9,43.87,65.54,69.74,64.85,73.78,66.06,112.03,16.93,37.17,2.67,86.2,12.23,14,0.33,84.4,11.83,24.63,0.7,108.07,16.8,39.33,1.87,74.07,9.1,14.63,0.37,60,2.47,295.8,46.17,66.17,2.97,290.97,45.8,66.73,2.93,287.63,44.87,66.13,3.3,281.77,44.03,81.3,2.37,258.53,33.9,63.54,68.97,64.25,72.44,65.97
PC26,PORTUGAL,92.3,13.83,31.3,1.6,71.9,9.73,18.3,0.5,69.2,9.43,26.63,1.07,92.13,14.03,42.5,2.63,61.6,7.47,13.4,0.3,64.57,2.17,288.5,44.2,70.5,3.13,281.3,43.2,70.7,3.57,278.03,42.87,71.97,4.13,267.07,41.23,61.93,1.73,290,43.8,65.78,70.04,65.31,74.17,66.32,111.9,17,36.3,2.53,83.33,11.5,15.53,0.37,81.37,11.17,25.93,0.77,104.97,16.23,40.87,2.13,71.8,8.53,15.1,0.43,59.13,2.23,297.6,46.57,66.67,2.9,289.97,45.13,66.77,3,286.33,44.43,68.23,3.67,277.13,42.8,81.97,2.47,255.33,33.13,63.82,69.29,64.74,72.93,66.28
PC23,PORTUGAL,90.63,13.53,32.53,1.73,78.8,11.3,14.77,0.33,76.07,10.7,23.2,0.77,98.9,15.2,39.57,2.3,67.23,8.57,12.2,0.3,66.5,3,283.5,43.47,69.87,3.37,285.93,44.77,69.73,3.33,283.73,43.77,69.33,3.53,275.87,43.4,60.87,1.8,293.33,44.37,65.62,69.4,64.46,73.32,65.57,110.83,16.8,36.03,2.6,91,13.13,11.37,0.23,88.67,12.8,21.83,0.57,113.47,17.87,37.53,1.63,78.8,10.23,13.13,0.3,60.57,2.63,294.07,46.07,65.9,3,294,46.47,65.43,2.73,290.8,45.4,66.2,3.33,284.8,44.73,80,2.5,260.97,34.13,63.52,68.58,63.77,71.8,65.37
PC24,PORTUGAL,90.5,13.7,33.27,1.77,77.27,10.87,16.03,0.33,74.83,10.33,25.5,0.9,97.33,14.97,40.23,2.4,65.2,8.17,12.77,0.33,67.1,3.03,282.8,43.27,69.8,3.13,283.8,44.13,69.23,3.27,281.7,43.3,68.1,3.63,275.87,43.33,61.27,1.93,291.8,44.13,65.53,69.48,64.46,73.53,65.82,110.47,16.63,37.23,2.8,89.27,12.9,12.77,0.3,86.83,12.43,23.77,0.6,111.8,17.53,38.03,1.67,76.43,9.73,13.73,0.33,61.37,2.63,293.73,46.03,65.93,3.03,292.87,46.3,65.13,2.67,289.9,45.3,65.2,3.23,285.17,44.93,81.27,2.63,258.67,34.03,63.49,68.7,63.83,72.11,65.67
PC21,PORTUGAL,102.27,15.8,28.8,1.33,80.6,11.73,12.43,0.3,79.13,11.43,20.43,0.63,101.23,15.8,38.93,2.33,69.4,9.07,10.6,0.3,63.6,2.3,289.67,44.73,68.67,2.97,290.47,45.5,68.93,3.2,287.87,44.9,69.37,3.4,277.17,43.1,59.03,1.57,296.07,45.2,64.55,69.23,64.34,73.01,65.42,122,18.63,32.17,2.17,93.47,13.7,9.97,0.2,91.93,13.47,19.03,0.5,116.27,18.4,36.97,1.53,82.27,10.97,11.43,0.27,58.17,2.17,300.07,47.33,64.1,2.63,297.13,46.9,64.17,2.57,295.37,46.3,65.93,3.17,288.53,45,78.47,2.27,263.7,34.8,62.26,68.33,63.56,71.22,65.09
PC22,PORTUGAL,97.03,15,30.4,1.5,80.03,11.6,13.53,0.33,78.3,11.3,21.47,0.63,100.83,15.7,39.2,2.33,68.5,8.87,11.33,0.33,65.83,2.7,285.33,43.8,69.13,3.07,288.3,45.13,69.5,3.27,285.43,44.43,68.8,3.4,277.87,43.23,59.77,1.5,294.67,44.87,65.21,69.32,64.41,73.04,65.46,116.77,18,33.73,2.3,92.53,13.43,10.6,0.2,90.57,13.1,20.13,0.53,115.43,18.2,37.03,1.53,80.6,10.67,12.3,0.3,59.5,2.43,296.9,46.63,65.2,2.8,296.17,46.87,64.63,2.53,292.77,46.2,65.83,3.17,288.37,45.17,78.53,2.33,262.5,34.63,63.01,68.46,63.68,71.34,65.2
PB29,PORTUGAL,105.03,16.33,26.97,1.13,82.2,11.87,11.33,0.27,80.9,11.63,19,0.47,101.33,15.9,38.67,2.27,70.53,9.17,9.67,0.27,63,2.3,292.37,45.2,67.47,3.17,295.17,46.33,67.6,2.87,291.83,45.63,70.73,3.3,277.67,43.03,57,1.47,299.17,46.3,63.8,69.01,64.08,72.65,65.43,124.07,19.03,30.47,1.87,95.4,14,8.6,0.13,93.4,13.73,16.5,0.37,116.43,18.53,36.17,1.57,83.83,11.27,10.4,0.2,56.43,1.9,302.77,48.13,63.07,2.43,302.97,48.4,62.73,2.37,301.13,47.53,66.67,3.07,287.83,44.63,77.1,2,266.23,35.07,61.42,68.1,63.28,70.77,65.02
PC20,PORTUGAL,105.1,16.37,28.1,1.3,81.3,11.83,12.23,0.27,79.73,11.47,19.83,0.67,100.9,15.83,38.8,2.33,70.4,9.33,10.1,0.27,62.57,2.13,291.87,44.93,68.73,3.27,291.53,45.67,68.87,3.47,288.83,45.13,71.27,3.6,274.77,42.5,57.73,1.5,298,45.77,63.97,69.12,64.24,73,65.36,124.17,19,31.13,2.07,94.2,13.83,9.47,0.2,92.5,13.57,17.93,0.4,115.7,18.37,36.43,1.57,83.27,11.1,10.9,0.23,56.9,1.87,302.23,47.87,63.93,2.43,299.33,47.3,63.7,2.5,297.53,46.63,66.83,3.1,286.23,44.5,77.33,2.03,266.63,35.33,61.62,68.21,63.45,71.17,64.98
PB27,PORTUGAL,108.03,16.87,25.63,1.07,82.47,11.8,11,0.23,80.47,11.57,16.6,0.3,108.3,16.9,36.03,2.03,69.87,8.83,9.5,0.23,60.43,2.1,297.23,46.63,64.2,2.4,301.83,47.87,65.03,2.77,298.8,47.47,64.87,2.27,293.57,45.97,54.9,1.4,302.67,47.2,62.83,68.79,64.05,71.01,65.66,125.87,19.5,28.63,1.57,95.4,14.13,8.37,0.2,93.97,13.8,14.47,0.37,123.37,19.73,31.97,1.23,83.93,10.93,9.47,0.17,54.07,1.83,307.43,49.2,61.53,2.37,308.93,49.87,60.8,2.3,306.63,48.83,62.27,2.23,302.93,47.77,77.8,1.87,267,35.33,60.47,67.86,63.26,69.06,65.18
PB28,PORTUGAL,105.8,16.5,26.27,1.13,82.73,11.93,10.5,0.23,81.6,11.7,17.63,0.37,104.5,16.23,37.7,2.1,70.23,9.07,9.53,0.23,61.4,2.17,294.07,45.8,65.37,2.87,298.07,46.83,65.9,2.8,295.43,46.63,68.57,3.03,283.43,44.33,56.37,1.5,300.7,46.77,63.43,68.89,63.95,71.95,65.52,124.73,19.23,29.73,1.7,96,14,8.07,0.13,94.47,13.97,15.17,0.33,120.33,19.13,34.7,1.43,83.9,11,9.9,0.17,55.2,1.77,304.67,48.53,62.7,2.4,306.07,49,61.57,2.3,304,48.13,65.17,2.77,293.4,45.4,77.03,1.83,267.37,35.5,61.05,67.97,63.16,70.03,65.08
PB25,PORTUGAL,112.13,17.9,24.5,1.1,79.93,11.17,12.5,0.27,76.57,10.73,15.4,0.33,109.3,17.23,36,2,67.9,8.47,9.37,0.2,54.9,1.47,308.03,48.33,59.2,1.83,308.27,49.6,60.73,2.07,304.67,48.53,57.83,1.63,304.53,47.9,53.57,1.43,303.83,47.23,61.56,68.72,64.62,70.5,66.06,129.47,20.13,25.93,1.3,93,13.63,9.73,0.23,91.13,13.2,12.87,0.3,124.6,19.93,31.7,1.3,82.63,11.03,9.2,0.2,47.83,1.27,317.2,50.9,58.1,1.9,314.43,51.1,58.1,2.23,311.17,50.63,55.37,1.53,314.33,50.63,78.77,2,264.7,34.6,59.28,67.75,63.8,68.5,65.52
PB26,PORTUGAL,110.17,17.47,24.9,1.13,81.6,11.53,11.8,0.23,79.03,11.17,16,0.33,114.23,17.9,33.7,1.73,69.03,8.8,9.6,0.23,59.33,1.9,300.8,47.3,60.5,1.97,306.5,49.1,61.83,2.23,302.63,48.33,56.5,1.13,309.2,48.83,54.57,1.37,302.97,46.8,62.18,68.71,64.28,70.12,65.85,127.93,19.83,26.87,1.4,94.43,13.87,9.17,0.23,93.2,13.67,13.57,0.3,128.77,20.57,29.43,1.17,83.57,11.03,9.4,0.17,51.67,1.63,310.93,49.57,59.2,2,313.4,50.67,58.97,2.23,309.83,50.3,54.63,1.07,318.23,51.1,78.83,2.13,264.9,35,59.86,67.74,63.47,68.12,65.34
PB23,PORTUGAL,109.4,17.67,22.87,0.87,71.5,8.7,14.5,0.4,65.03,7.9,14.9,0.27,99.47,15.43,39.73,2.5,64.7,8.1,13.87,0.47,49.37,1.03,315.23,50.3,54.1,1.43,311.9,50.13,54.63,1.5,308.57,49.73,54.23,2,300.9,48.23,52.77,1.53,306.43,48.73,61.78,68.82,65.27,72.22,65.59,126.77,19.8,25.67,1.07,86.6,11.93,10.93,0.23,81.53,11.27,13,0.23,117.87,19.03,35.93,1.7,79.7,10.97,14.6,0.43,44,1.07,322.77,52.87,53.77,1.53,317.33,52.33,53.8,1.67,314.53,51.13,50.4,1.6,311.4,51,77.23,2.17,265.07,34.07,59.6,67.82,64.43,70.05,65.03
PB24,PORTUGAL,111.1,17.93,23.53,1.03,76.4,10.4,13.43,0.33,72.3,9.83,14.83,0.27,104.67,16.47,38.17,2.33,66.23,8.37,11.27,0.33,52.67,1.2,311.03,49.1,57.93,1.87,308.67,49.37,58.17,1.87,306.97,49.27,57.13,1.9,301.13,48.03,53.23,1.5,304.9,47.97,61.6,68.77,64.95,71.2,65.85,128.67,20.2,25.33,1.17,90.93,13.2,10.2,0.23,86.77,12.5,12.77,0.27,121.23,19.37,34.43,1.6,81.1,11.13,11.17,0.37,46.6,1.23,319.47,51.77,56.73,1.67,315.3,51.33,56.5,2.2,312.27,50.6,53.6,1.7,311.7,50.7,79.13,2.27,264.33,34.2,59.38,67.78,64.12,69.14,65.3
PD13,PORTUGAL,79.3,11,35.47,2.07,61.23,7.93,20.33,0.53,60.13,7.77,31.47,1.3,77.83,11.13,50.03,3.07,51.7,5.6,12.83,0.43,72.07,3.6,267.47,40.4,72.73,3.8,274.3,41.67,73.3,3.83,269.37,41.03,81.4,5,247.17,35.33,66.07,2.23,281.77,41.73,67,71.41,66.4,73.67,67.48,98.03,14.27,41.43,2.9,71,9.03,19.13,0.4,69.57,8.7,31.5,1.1,87.9,12.93,49.17,2.93,61.03,6.8,13.8,0.37,67.57,3.1,277.57,42.33,69.07,3.1,278.83,42.57,69.8,3.33,275.5,42.27,79.17,4.87,254.43,37.17,85.4,2.6,249.23,31.3,65.48,70.89,66.1,73.2,67.63
PD14,PORTUGAL,78.73,10.8,32.9,1.67,60.67,7.9,20.4,0.5,59.47,7.67,32.1,1.33,76.9,10.87,48.87,3,51.17,5.47,12.8,0.43,73.03,3.7,267.6,40.4,72.97,3.67,272.9,41.33,73.4,4,268.73,40.77,80.63,5.07,248,35.77,66.33,2.2,280.8,41.6,67.19,71.48,66.39,74.33,67.47,97.07,13.9,39.83,2.77,70.47,9.03,18.9,0.37,68.57,8.63,32.17,1.03,86.4,12.73,48.3,2.87,60.4,6.7,13.7,0.37,67.37,3.07,278.5,42.63,69.07,3.37,277.8,42.53,69.9,3.23,274.4,41.9,78.73,4.87,254.97,37.03,86.43,2.77,248.07,31.23,65.66,70.96,66.11,73.92,67.63
PD11,PORTUGAL,82.6,11.63,33.17,1.77,63.4,8.23,19.27,0.5,61.77,7.87,29.47,1.1,80.47,11.37,49.17,2.93,53.1,5.77,12.07,0.4,71.23,3.27,273.07,41.23,72.4,3.6,277.37,42.47,73.47,3.77,271.53,41.47,81.33,4.67,250.13,35.7,64.77,2.1,283.8,42.6,66.98,71.3,66.32,73.11,67.58,101.5,14.93,38.73,2.73,73.47,9.23,17.43,0.37,72,9.13,29.5,0.97,91.4,13.63,48.57,2.9,62.2,7.03,12.93,0.37,66.87,2.9,282.43,43.57,69.17,3.17,281.83,43.1,69.8,3.27,278.87,42.97,78.57,4.73,258.8,38.5,85.53,2.43,249.93,31.5,65.39,70.8,65.97,72.51,67.71
PD12,PORTUGAL,80.53,11.2,34.37,1.93,62.43,8.1,19.87,0.47,61.2,7.83,30.37,1.27,79.07,11.13,49.73,3,52.27,5.67,12.37,0.43,72.37,3.5,269.6,40.67,72.23,3.7,275.57,41.87,73.57,3.87,271.13,41.37,81.1,4.73,247.77,35.57,65.7,2.2,282.7,42.17,66.97,71.37,66.43,73.4,67.52,99.8,14.53,40.43,2.83,72.07,9.1,18.17,0.37,70.87,8.87,29.9,0.97,90.07,13.27,49.07,2.97,61.53,6.9,13.47,0.37,67.6,3,279.73,43.07,68.67,3.17,280.8,42.93,69.83,3.37,276.97,42.5,79,4.93,255.7,37.53,85.93,2.6,248.73,31.33,65.41,70.87,66.1,72.86,67.66
PC19,PORTUGAL,85.6,12.23,30.57,1.5,64.47,8.4,19.9,0.73,62.5,7.93,28.17,1.03,82.2,11.87,49.2,3,54.87,6.27,12.53,0.37,69.77,2.67,280.77,42.67,71.03,3.3,281.2,43.43,71.57,3.5,276,42.13,80.83,4.5,254.43,36.97,63.53,1.93,285.6,42.73,66.86,71.15,66.48,72.8,67.46,104.2,15.67,35.83,2.2,74.47,9.23,17.93,0.4,73.2,9.37,28.33,0.87,96.1,14.47,48.67,2.93,64.23,7.43,13.23,0.37,63.7,2.5,290.2,45.23,67.4,2.8,287.23,44.7,67.73,3.1,284.23,43.83,76.13,4.27,263.5,38.9,85.27,2.6,250.27,31.53,65.18,70.56,66.08,72.05,67.55
PD10,PORTUGAL,84.17,11.9,32.13,1.73,63.77,8.27,19.97,0.67,62.07,7.93,29.1,1.17,80.4,11.5,50.13,3.1,53.73,5.87,11.93,0.37,69.93,2.83,277.63,42.03,71.93,3.43,279.93,42.97,72.73,3.53,273.87,41.83,81.47,4.5,252.43,36.47,63.73,2,285.47,42.83,66.97,71.22,66.38,72.58,67.6,102.67,15.27,37.6,2.53,73.9,9.27,18.07,0.37,72.4,9.27,29.63,1,91.17,13.63,49.57,3.03,63.07,7.23,12.83,0.33,64.6,2.7,286.93,44.33,68.1,2.83,285.5,44.3,68.1,3.1,282.13,43.43,77.77,4.3,260.9,38.53,85.1,2.47,250.97,31.57,65.35,70.68,66.01,71.93,67.71
PC17,PORTUGAL,88.63,13.07,29.9,1.47,66.6,8.87,19.03,0.6,64.5,8.5,26.07,0.97,85.47,12.57,44.07,2.5,58.03,6.83,13.1,0.37,66.2,2.4,287.43,43.83,69.83,2.97,281.17,43.1,69.4,3.17,276.77,42.3,76.5,4.27,257.53,38.5,62.7,1.83,287.07,43,66.53,70.95,66.49,75.03,67.15,107.83,16.23,34.93,2.03,77.7,10,16.73,0.37,75.33,9.67,25.33,0.73,96.7,14.5,43.47,2.27,67.63,7.83,13.87,0.33,59.9,2.23,296.93,46.27,66.67,2.8,289.63,45.13,66.43,2.93,285.3,43.93,73,4.13,268.77,41.03,84.43,2.63,252.07,31.97,64.73,70.26,66.01,74.07,67.18
PC18,PORTUGAL,86.7,12.53,29.9,1.47,65.77,8.63,19.2,0.63,63.47,8.23,26.67,0.97,84,12.27,46.17,2.77,56.2,6.6,13.2,0.5,66.6,2.37,286.13,43.73,70.67,3.07,280.4,43.23,70.53,3.23,275.63,42.17,79.13,4.5,255.2,37.83,63.3,1.93,286.77,42.83,66.77,71.05,66.48,73.9,67.35,105.33,15.8,35.03,2,76.33,9.8,17.3,0.4,74.33,9.53,26.6,0.8,95.3,14.33,45.7,2.5,65.3,7.47,14.27,0.33,61.47,2.3,294.93,45.9,68.03,2.83,287.97,44.93,67.43,2.97,284.47,43.9,74.87,4.4,265.33,39.7,84.3,2.57,251.1,31.7,65.03,70.41,66.03,73.03,67.41
PC15,PORTUGAL,92.93,14.03,30.87,1.53,71.87,9.7,16.83,0.43,69.03,9.33,24.93,0.87,90.63,13.7,41.93,2.57,61.7,7.6,12.17,0.3,63.63,2.2,288.63,44.37,69.47,3.03,282.2,43.57,69.13,3.2,279.43,43.17,72.1,3.83,263.9,40.4,61.43,1.77,290,43.6,65.79,70.42,65.72,74.75,66.67,112.63,17.03,35.57,2.23,83.37,11.43,13.93,0.3,81.33,11.03,23.47,0.57,104.3,16.03,39.83,1.97,72.4,8.7,13.1,0.27,58.87,2.27,298.47,46.83,66.07,2.93,291.5,45.63,66,2.83,287.07,44.8,69.9,4.07,274.07,42.23,82.57,2.5,255.43,33.03,63.86,69.7,65.18,73.62,66.61
PC16,PORTUGAL,90.67,13.6,30.5,1.5,68.8,9.13,18.17,0.5,66.27,8.73,25.23,0.93,88.17,12.97,42.9,2.67,59.93,7.3,12.4,0.33,65.47,2.33,287.33,43.97,68.97,2.87,282.1,43.2,69.67,3.4,278.13,42.97,74.57,4.2,260.33,39.5,62.47,1.77,288.13,43.33,66.16,70.73,66.23,75.08,66.91,110.37,16.53,35.5,2.27,80.3,10.73,15.4,0.37,78.03,10.47,24.33,0.63,102,15.57,41.33,1.97,69.8,8.23,13.47,0.27,60.07,2.37,297.03,46.37,65.8,2.7,291.33,45.33,65.73,2.87,286.3,44.37,71.3,4.27,270.8,41.7,83.4,2.53,253.13,32.3,64.3,70.02,65.72,74.03,66.89
PC13,PORTUGAL,96.3,14.53,27.6,1.27,76.47,10.8,14.37,0.33,74.1,10.2,22.37,0.7,94.77,14.5,39.9,2.3,65.73,8.3,11.13,0.27,63.13,2.1,291.83,44.9,69.47,3.17,284.67,44.6,69.53,3.3,282.23,43.67,69.9,3.67,271.23,42.23,60.53,1.73,292.7,44.4,66.1,70.05,65.18,74.05,66.14,115.87,17.43,31.97,1.83,88.37,12.7,11.3,0.23,86.23,12.23,21.37,0.57,109.4,16.97,37.37,1.57,76.9,9.73,11.77,0.23,57.1,2.13,300.9,46.83,65.47,3.1,293.5,46.27,65,2.93,290.33,45.63,67.37,3.53,280.53,43.83,80.77,2.5,259.53,34.03,64.03,69.28,64.55,72.71,65.96
PC14,PORTUGAL,93.63,14.2,29.83,1.5,74.6,10.23,15.77,0.37,72.57,9.8,24.23,0.83,92.93,14.23,40.8,2.23,63.7,8.03,11.6,0.27,64.8,2.47,287.4,44.2,69.73,3.13,283.67,43.97,68.87,3.2,280.77,43.43,69.6,3.63,269.47,41.57,61.6,1.93,290.67,43.93,65.9,70.16,65.28,74.52,66.41,113.47,17.33,34.13,2.17,86.23,12.13,12.63,0.3,84.43,11.87,23.13,0.57,106.87,16.57,38.7,1.77,74.4,9.03,12.33,0.27,59.2,2.47,298.17,46.6,64.77,2.7,292.93,46.37,65.4,2.8,289.27,45.27,67.43,3.5,279.6,43.6,81.67,2.53,257,33.37,63.91,69.42,64.71,73.31,66.29
PC11,PORTUGAL,100.67,15.5,26.43,1.13,79.27,11.43,12.53,0.37,77.77,10.97,19.97,0.6,98.97,15.43,38.7,2.2,68.3,8.77,10.07,0.27,63.6,2.4,290.23,44.7,67.57,2.83,291.1,45.57,67.83,3,287.63,44.9,70.87,3.67,274.37,42.93,58.77,1.6,295.9,45.2,65.17,69.85,64.91,73.5,65.8,120.5,18.87,30.4,1.73,92.33,13.4,9.5,0.2,89.77,12.93,18.6,0.47,114.1,18.13,36.2,1.5,80.7,10.73,11.3,0.23,57.63,2.23,300.97,47.77,63.8,2.53,297.87,46.97,63.37,2.63,295.43,46.5,67.33,3.47,285.2,44.53,79.1,2.27,262.8,34.83,62.99,69.01,64.2,71.87,65.52
PC12,PORTUGAL,98.47,15.17,27,1.17,77.83,11.1,13.23,0.33,75.67,10.57,21,0.67,97.37,15,39.23,2.17,67.27,8.5,10.43,0.27,63.63,2.2,290.93,44.83,68.83,3.13,287.27,45,69.17,3.3,284.73,44.43,70.5,3.67,272.67,42.73,59.6,1.53,294.1,44.7,65.81,69.96,65.08,73.48,65.94,117.9,17.93,31.27,1.8,90.33,12.9,9.97,0.2,87.8,12.6,19.5,0.5,111.9,17.57,36.77,1.53,78.77,10.3,11.53,0.2,57.23,2.23,300.73,47.07,65.2,2.8,296.07,47,64.93,2.9,292.13,46.3,67.83,3.63,281.9,44.3,79.27,2.4,261.47,34.5,63.68,69.15,64.41,72,65.71
PB19,PORTUGAL,103.7,16.13,25.17,1.1,80.33,11.6,11.17,0.27,79.27,11.27,18.13,0.5,99.83,15.77,38.47,2.13,69.63,9.1,9.73,0.23,62.83,2.33,292.37,45.6,67.63,3.2,294.93,46.57,67.8,3.13,290.97,45.73,70.03,3.33,278.3,43.4,57.1,1.43,299.63,46.27,64.29,69.7,64.7,72.7,65.76,122.83,18.7,28.77,1.57,93.2,13.63,8.17,0.13,91.67,13.27,16.1,0.37,115.2,18.2,35.5,1.57,82.33,10.97,10.77,0.23,56.6,2.07,303.63,48.1,63.63,2.4,302.53,48.27,63.13,2.6,300.27,47.4,66.6,3.17,289.33,44.77,77.27,1.87,266.23,35.23,62.04,68.87,63.98,70.95,65.41
PC10,PORTUGAL,102.4,15.77,26.03,1.03,79.87,11.5,11.37,0.23,78.43,11.17,18.9,0.57,98.97,15.47,38.53,2.3,69.8,9.13,10,0.27,62.87,2.2,291.63,45.37,67.97,3.03,291.9,45.67,68.8,3.23,289.23,45.3,72.2,3.87,273.7,42.5,57,1.47,298.17,45.7,64.7,69.75,64.77,73.27,65.64,122.07,18.97,29.5,1.63,93.17,13.63,8.83,0.2,91.33,13.2,17.27,0.4,114.33,18.13,36.27,1.57,82.23,11,11.2,0.23,56.8,2.1,302.3,48.07,63.93,2.4,299.97,47.37,63.13,2.53,297.6,46.8,67.27,3.33,285.2,44.23,77.3,2.07,266.1,35.37,62.46,68.9,64.05,71.59,65.32
PE19,PORTUGAL,44.6,4.2,34.1,1.6,21.77,1.53,38.8,2.37,20.87,1.47,51.47,3.23,41,4.5,50.8,3.3,14.63,0.67,23.17,1.2,86.87,5.13,236.77,31.37,80.97,4.4,244.7,34.1,81.1,4.87,242.9,34.57,89.53,6.03,221.77,29.8,76.9,4,251.03,35.37,66.95,76.37,72.64,80,72.42,62.77,7.27,40.2,2.27,32.23,3.1,38.07,1.97,31.53,3,54.1,3.33,53.13,6.2,51.97,2.97,21.93,1.3,26.2,0.93,82,4.37,247.5,34.57,78,3.97,250.33,35.2,79.37,4.53,247.3,34.63,88.77,6.1,223.97,29.77,95.43,4.33,218.13,26.7,65.68,76.28,72.6,79.98,72.79
